"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"21","BJØRSETH INDUSTRISERVICE AS
                ","918417028","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"22","BLUEBERRY ART AS
                ","918418342","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"23","BRENDEN TRUCK OG MASKINOPPLÆRING AS
                ","918431632","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"24","BRISANS AS
                ","918313060","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"25","BRØDRENE HOLTE AS
                ","918313443","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"26","BSDE IMPORT LENA B SNEKKERSVEEN
                ","918432388","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"27","BTO SERVICE AS
                ","918442812","2017-01-25","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"28","CADILLAC CAFE BRIT-IREN BJERKESTUEN
                ","918458085","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"29","CAMINO AS
                ","918313176","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"30","CITY MEET & EAT AS
                ","918378758","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"31","CLAN AS
                ","818428812","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"32","COPPER CITY HOLDING AS
                ","918439455","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"33","CROSSFIT ELVERUM AS
                ","918322906","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"34","DALSETERLIA AS
                ","918451455","2017-01-26","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"35","DELPHIN CONSULTING AS
                ","918407391","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"36","DIGTEL AS
                ","918374981","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"37","DIN DAG-DIN OPPLEVELSE NINE MERETE HAVIK
                ","918476091","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"38","DK FINANCE AS
                ","918421645","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"39","DRIV FRISØRER AS
                ","918337288","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"40","DYR EXPERT AS
                ","918317406","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"41","E & M'S BIFF- OG STEAKHOUSE AS
                ","918370900","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"42","EGIL URDAHL DA
                ","918356835","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"43","EL-TEKNIKK NORGE AS
                ","918431977","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"44","ELG RAUFOSS AS
                ","918336656","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"45","ELINS BABYSVØMMING AS
                ","918375848","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"46","ELVERUM TRAFIKKOPPLÆRING AS
                ","918340637","2017-01-10","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"47","ENGER LIE OUTDOOR
                ","995527391","2017-01-06","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"48","ENGSTRØM MEKANISKE VERKSTED OG INGENIØRTJENESTER AS
                ","918435255","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"49","ENTER BYGG AS
                ","918472789","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"50","ESKIL AS
                ","918366725","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"51","FAGERNES ØKONOMISERVICE AS
                ","918458549","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"52","FAHLSTRØM HOLDING AS
                ","918368450","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"53","FANT AS
                ","918194991","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"54","FISKELUKKE & VAREMIKS AS
                ","918380612","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"55","FLYPLASS EIENDOM AS
                ","918471634","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"56","FLÆSK & HUMLE AS
                ","918479686","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"57","FRANK & HEBBE SPORT AS
                ","818305192","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"58","FREDDY BERGANS SERVICE
                ","918393579","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"59","GADGY AS
                ","918440224","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"60","GARSUTSTYR AS
                ","918087699","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"61","GEIR HENNING AALØKKEN AS
                ","918428828","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"62","GET IT TRAFIKKSKOLE AS
                ","918338845","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"63","GJERDALEN DATA AS
                ","918432914","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"64","GK BYGGETJENESTER AS
                ","918440372","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"65","GRESBY AS
                ","918332790","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"66","GULLFJELD AS
                ","918429743","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"67","HAGEN DEKKSERVICE
                ","916479042","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"68","HAMAR BYGG & BOLIG AS
                ","918399992","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"69","HANNE FINSTAD
                ","918490035","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"70","HANSRUDVEGEN BILPLEIE AS
                ","918473769","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"71","HANSÆL HOLDING AS
                ","918399917","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"72","HAUGEN DIGITAL
                ","918398260","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"73","HAUGSNES MASKIN AS
                ","918472347","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"74","HERNES MONTASJE AS
                ","918468544","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"75","HO STENSETH AS
                ","918308709","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"76","HOV BIOVARME AS
                ","998349656","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"77","HUNTON ISOLASJON AS
                ","918407251","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"78","HUS1 GARANTI AS
                ","918319565","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"79","HUSEKSPERT AS
                ","818482302","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"80","HUSET LILLEHAMMER AS
                ","918176713","2017-01-25","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"81","HØYT OG LAVT ESPEN LIUM
                ","918442219","2017-01-25","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"82","HÅNDVERKER SPESIALISTENE AS
                ","918303820","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"83","IJF INGER JOHANNE FJØSNE AS
                ","918390979","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"84","IMPETUS INVEST AS
                ","918468455","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"85","INTERIØR365 ANDERS HAGEENGEN
                ","918298509","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"86","INVEST OMER
                ","916298684","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"87","INVESTPOWERFUND AS
                ","918367594","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"88","ISHAQS LEGETJENESTER AS
                ","918456171","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"89","IVAR THE CAKEMAKER AS
                ","818318472","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"90","J A GRUBEN AS
                ","918418261","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"91","JENS KRISTIAN SØRENSEN
                ","818403542","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"92","JET-MASKIN AS
                ","918414061","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"93","JEVNE STÅL OG BLIKK AS
                ","918459499","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"94","JONSRUD AS
                ","918451234","2017-01-26","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"95","JUVBERGSVEGENE SA
                ","918310827","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"96","K. MOE HOLDING AS
                ","918459650","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"97","KAJSAS SKATTEKAMMER KATRINE KRISTOFFERSEN
                ","918467750","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"98","KICKSALE AS
                ","918475931","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"99","KJETIL RØNNINGEN HOLDING AS
                ","918312560","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"100","KNAUSEN TH INVEST AS
                ","918306099","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"101","KNUT ULLERN AS
                ","918338926","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"102","KNUTS HELSETJENESTER
                ","918124519","2017-01-07","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"103","KOKKENS BESTE AS
                ","918456546","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"104","KONGSVINGER MONTESSORISKOLE SA
                ","918465855","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"105","KR-BYGG AS
                ","918313591","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"106","KULTURSTUDIO CASA DE RUNDIMO ANNE PIA NGOMA-RUNDMO
                ","918464425","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"107","LENE KOLSTAD'S HUD OG NEGLER
                ","918332014","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"108","LHMR VEST INVEST AS
                ","918310215","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"109","LIAKOLLEN II BORETTSLAG
                ","918326898","2017-01-06","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"110","LIKEAGLOVE INVEST AS
                ","918477527","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"111","LILLEHAMMER PSYKOMOTORISK FYSIOTERAPI DA
                ","918300953","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"112","LIY HOLDING AS
                ","918403167","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"113","LTE FV 21 AS
                ","818391692","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"114","LTE SOV 32 AS
                ","918391789","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"115","LYKSTAD OG OWREN BYGG AS
                ","918404457","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"116","LØTEN INTERIØR DA
                ","918158227","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"117","M. BJØRNSTAD
                ","918322493","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"118","MARIHØNA GÅRDS- OG FRILUFTSBARNEHAGE AS
                ","918309233","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"119","MARINO PIZZA OG GRILL MOSSA HASSAN ABDUL-RIZA
                ","918449639","2017-01-26","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"120","MARTINSEN BYGG & RESTAURERING
                ","918465308","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"121","MATS JOHANSEN HOLDING AS
                ","918433694","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"122","MBM INVEST AS
                ","918414436","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"123","MELBY EIENDOM INVEST AS
                ","918374701","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"124","MIDTFJELLKOIA STALSBERG
                ","918298231","2017-01-12","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"125","MK AKTIV HOLDING AS
                ","918319506","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"126","MOE'S TRANSPORT AS
                ","918459677","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"127","MOELV SERVICESTASJON AS
                ","918313079","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"128","MR KEBAB DIAKO MURADYALIABADY
                ","818304382","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"129","NEDRE OTTA DA
                ","918325603","2017-01-06","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"130","NEWCO B2 AS
                ","918449337","2017-01-26","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"131","NEWCO M6 AS
                ","918449477","2017-01-26","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"132","NGON MEDIA AS
                ","918266445","2017-01-06","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"133","NORDISK MASSIVTRE AS
                ","918414428","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"134","NORWATT AS
                ","918367098","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"135","NSF HOLDING AS
                ","818334842","2017-01-12","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"136","NYE PLAN1 AS
                ","918412344","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"137","ODAL KANO OG FRITID AS
                ","918317716","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"138","ODAL TRANSPORTSERVICE AS
                ","918487026","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"139","OLSBY AUTO
                ","918427783","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"140","OPDAHL HANDEL
                ","918378375","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"141","OPPLAND EIENDOMSUTVIKLING AS
                ","818300832","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"142","OTTESTAD RESTAURANT & CAFE AS
                ","918360425","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"143","PEDER TRØFTEN
                ","918312447","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"144","PELIAS MOBILE AS
                ","918341951","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"145","PELIAS NORSK SKADEDYRKONTROLL AS
                ","918341994","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"146","PETTERSEN BYGGTJENESTER AS
                ","918399410","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"147","PLAN1 HOLDING AS
                ","918309934","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"148","PRIMAR MAT AS
                ","918406727","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"149","PROCUT TREFELLING AS
                ","918443886","2017-01-25","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"150","PRODUKTUTVIKLER MALIN VENÅS
                ","915853285","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"151","RSI DRIFT AS
                ","918439978","2017-01-25","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"152","RSL INVEST AS
                ","918278745","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"153","RYEN MORTEN
                ","917030111","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"154","RYUN AS
                ","918359257","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"155","SAMEIET BAKKEBYGRENDA
                ","918354735","2017-01-12","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"156","SAMEIET BITIGRENDA
                ","918490140","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"157","SAMEIET GARLIVEGEN 4, FAGERNES
                ","918324100","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"158","SHINWAR HOLDING AS
                ","918364110","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"159","SKARPSNO KOPPANG AS
                ","918481265","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"160","SKJAKER THORSTEIN
                ","970228225","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"161","SKYBERG DA
                ","918319948","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"162","SNARKJØP VÅGÅ AS
                ","918487743","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"163","SNEKKEREMIL AS
                ","818425392","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"164","SNOGSURF DA
                ","918442960","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"165","SOGLO TRADING AS
                ","918304444","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"166","SOLEGGA AS
                ","918327258","2017-01-06","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"167","SOLHEIM TRANSPORT KJØP OG SALG AS
                ","918376364","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"168","SOLVANG OTTA AS
                ","918440844","2017-01-25","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"169","SORPEROA MASKIN LAG SA
                ","917184925","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"170","STEIN ERIK SLETTMOEN AS
                ","918442995","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"171","STEINBUA ELVERUM AS
                ","918332324","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"172","STENSLI GARD DA
                ","918343318","2017-01-10","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"173","STIAN HOELSETH AS
                ","918431462","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"174","STORBILVASKEN KRISTIANSAND AS
                ","918314148","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"175","STORENGVEGEN 1 AS
                ","918410988","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"176","STORMOEN MASKIN AS
                ","918414819","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"177","STUPETÅRNET EIENDOMSUTLEIE AS
                ","918436286","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"178","SYLJUENG HOLDING AS
                ","918341765","2017-01-10","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"179","SYNNFJELL TOTALPROSJEKT AS
                ","918320067","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"180","SØLVE - KOMPETANSE, ARBEID AS
                ","918306153","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"181","SØLVE - LÆRING, PLUSS AS
                ","818303572","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"182","SØM & SALG GRETHE RUUD
                ","918332146","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"183","SØNDRE ELVERUM IDRETTSHALL AS
                ","918302956","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"184","SØNSTERUD SERVICE AS
                ","918331581","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"185","T-KROKEN TRYSIL AS
                ","918291105","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"186","TANGAS DENTAL AS
                ","918309330","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"187","TANNLEGE PER HAFTHUN AS
                ","918313931","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"188","TEATEREKSPEDISJONEN DA
                ","918462724","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"189","TEATERKJØKKENET AS
                ","918444343","2017-01-25","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"190","THE LODGE TRYSIL AS
                ","918330186","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"191","THEVENT AS
                ","918390774","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"192","THT TERAPI AS
                ","918307214","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"193","TJALK AS
                ","918305998","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"194","TK EIENDOM OG ENTREPRENØR AS
                ","918426728","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"195","TONGA EIENDOMSSELSKAP AS
                ","818306512","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"196","TREINAMENTO SJØNNESEN
                ","818279922","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"197","TRETTEN BYGGSERVICE AS
                ","918311610","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"198","TROLLBINDE AS
                ","918430504","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"199","TROLLZOIENE JANNE HANSEN LIHAUG
                ","818467842","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"200","TROND DAHLBY
                ","990199612","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"201","TRYSIL HELSE OG TRENING AS
                ","918321136","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"202","TYNSET SMÅDYRKONTOR AS
                ","918402241","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"203","TØMRER EIRIK RETZIUS AS
                ","918461906","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"204","TØMRER MORTEN STORMOEN AS
                ","918409440","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"205","UNIFLORA AS
                ","918364420","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"206","UNO STENBRÅTEN TAXI
                ","913048458","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"207","VALDRES HANDVERKSBRENNERI AS
                ","918340467","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"208","VASET VEKST SA
                ","918113835","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"209","VESTHEIM MASKIN AS
                ","918313257","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"210","VETERINÆR LENE HAUSSTÄTTER AS
                ","918478264","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"211","VIMAX VALDRES, OLE HAUGEN
                ","818459912","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"212","VOGNVEGEN 65 AS
                ","918401490","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"213","VR-VISUALISERING DA
                ","918398791","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
"214","WANNA THAI MAT STEN HELLUM
                ","918444025","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Innlandet","Før"
