"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"9119","LINE UP PERMANENT MAKEUP SKOUBOE
                ","927788225","2021-09-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9120","LISE BJØRNSUND
                ","927642093","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9121","LISETH MEYER
                ","927710994","2021-09-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9122","LOC INVEST AS
                ","927732300","2021-09-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9123","LUNDBO KONSULT
                ","927847698","2021-09-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9124","MAD SECOND HAND DAHL
                ","927686457","2021-09-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9125","MANGOR AS
                ","927639076","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9126","MARIERO HORSES
                ","927816512","2021-09-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9127","MASKINTECH AS
                ","927802457","2021-09-24","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9128","MEYER CAMPINGSERVICE AS
                ","927637251","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9129","MIDDAGSBUTIKKEN HAJJI
                ","927847086","2021-09-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9130","MIRIAM INVEST AS
                ","927694549","2021-09-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9131","MISTELPARK B1 BORETTSLAG
                ","927847094","2021-10-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9132","MORILD FILM AS
                ","927694271","2021-09-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9133","MTB MANAGEMENT AS
                ","827810592","2021-09-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9134","MURMESTER HAAVARD SCHMIDT
                ","927417332","2021-09-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9135","NANSETGATA 23 AS
                ","927830469","2021-09-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9136","NAYDENOV START21
                ","827351962","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9137","NGUYEN ASIASTORE
                ","927671158","2021-09-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9138","NICHAPHA HAPPINESS LIFE NICHAPHA RUANGBUT
                ","917954208","2021-10-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9139","NORDBIT AS
                ","927817969","2021-09-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9140","NORDBY INVESTMENT AS
                ","927634104","2021-09-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9141","NORDIC INDUSTRY TRADING AS
                ","927732807","2021-09-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9142","NYE OVERFLATER AS
                ","927633345","2021-09-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9143","NYO AS
                ","927809362","2021-09-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9144","OLSEN SELSKAPSBÅND
                ","927681765","2021-09-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9145","ONESOFT HOLDINGS AS
                ","927730413","2021-09-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9146","PARTS4SPEED IMPORT & INVEST
                ","827528692","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9147","PERSVEI 10 AS
                ","927719266","2021-09-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9148","PORFYR INVEST AS
                ","927716798","2021-09-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9149","R&E MASKIN AS
                ","827571652","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9150","RAMMDAK AS
                ","827840602","2021-09-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9151","RASHDAN TRANSPORT
                ","927763575","2021-09-17","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9152","RB-BYGG AS
                ","927830205","2021-09-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9153","RM DALVIK
                ","927533499","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9154","RONJA OMAR TRANSPORT
                ","927638126","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9155","RYEN AS
                ","927665433","2021-09-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9156","S INVEST HOLDING AS
                ","927828502","2021-09-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9157","SAGVEIEN 1 AS
                ","927688441","2021-09-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9158","SALTBRYGGA 3 BORETTSLAG
                ","927771101","2021-09-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9159","SAMEIET COLIN ARCHERS GATE 1
                ","827550132","2021-09-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9160","SAMEIET EKEBERG HAGE 2
                ","927651890","2021-09-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9161","SAMEIET MISTELPARK R1
                ","927654865","2021-09-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9162","SARIMON PSYKOLOG TJENESTER AS
                ","927835339","2021-09-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9163","SG EIENDOM NORGE AS
                ","927662205","2021-09-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9164","SIVERT AASNÆS
                ","927823047","2021-09-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9165","SJUVASS AS
                ","927513684","2021-09-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9166","SKIBERG AS
                ","927665905","2021-09-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9167","SKJOLDEN STABLES INGVORSEN
                ","927855747","2021-10-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9168","SMØRDAL AS
                ","927828790","2021-09-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9169","SOLO EQUITY AS
                ","827810452","2021-09-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9170","STAVELIN BAKERIUTSALG LARVIK AS
                ","927667428","2021-09-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9171","STEAMBIT AS
                ","927787962","2021-09-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9172","STIFTELSEN RE MARKEDSGRUPPE
                ","927782804","2021-09-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9173","STOR OG LITEN REVETAL AS
                ","927843250","2021-09-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9174","STRAND MEDIA
                ","927658658","2021-09-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9175","SUBTECH CONSULT AS
                ","927668661","2021-09-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9176","SYSTUE MARAL MUHEBI
                ","927708868","2021-09-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9177","SØRBØ NILSEN MEK
                ","927641496","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9178","TAHA TRANSPORT
                ","927781026","2021-09-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9179","TANNLEGE CHEN SKJELBRED AS
                ","927694387","2021-09-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9180","TASISA HABTAMNESH
                ","927754444","2021-09-16","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9181","TAWINAN BUAPHUEAN
                ","927634759","2021-09-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9182","TECHNO AS
                ","927828839","2021-09-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9183","TESFAY KIDANE
                ","925393592","2021-09-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9184","TORPLIEN AS
                ","927801264","2021-09-24","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9185","TORSTRAND GRILL OG PIZZA AS
                ","927801167","2021-09-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9186","TROLL TRANSPORT AS
                ","927726750","2021-09-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9187","TRYVIO AS
                ","927728443","2021-09-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9188","TSCHUDI EIENDOM AS
                ","927686724","2021-09-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9189","TUFTE MANAGEMENT AS
                ","827839752","2021-09-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9190","TØMRER ANDRÉ SIMONSEN AS
                ","927821060","2021-09-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9191","TØMRER EIRIK BJØRN-HANSEN AS
                ","927662892","2021-09-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9192","TØNSBERG TANNCLINIQUE AS
                ","927690624","2021-09-09","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9193","ULLER REAL ESTATE AS
                ","927651475","2021-09-03","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9194","VAIDAS VISJON AS
                ","827633232","2021-09-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9195","VAN OORD PRODUKTER
                ","927640112","2021-09-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9196","VDCNORDIC AS
                ","927830132","2021-09-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9197","VEN ARKITEKTUR AS
                ","927659778","2021-09-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9198","VIKEVÅG HOLDING AS
                ","927700581","2021-09-10","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9199","VNO SOLIUTIONS NORVILA
                ","927771993","2021-09-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9200","VOLVARE AS
                ","827816302","2021-09-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9201","WISTHFJELLHUS AS
                ","827843962","2021-09-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9202","ZAHRA ASGARI
                ","827797332","2021-09-23","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9203","ZP EAGLE AS
                ","927729210","2021-09-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9204","A2 & A4 NÆRINGSPARK AS
                ","927982803","2021-10-23","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9205","A3 NÆRINGSPARK AS
                ","927982846","2021-10-23","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9206","AABB INVEST AS
                ","927816172","2021-10-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9207","ADLER TAXISERVICE AS
                ","928033147","2021-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9208","ALVEAR HOLDING AS
                ","827877522","2021-10-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9209","ANCHORMEN AS
                ","927882159","2021-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9210","ANDERS JOHANSEN TAXI
                ","927888696","2021-10-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9211","ANDERSEN VEDLIKEHOLDSSERVISE
                ","821406242","2021-10-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9212","ANDREASSEN BRUKTBIL REP OG DELER
                ","927962470","2021-10-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9213","ANTIAN AS
                ","927932725","2021-10-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9214","APOLLO SANDEFJORD AS
                ","927936895","2021-10-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9215","ARIEMI HOLDING AS
                ","927855429","2021-10-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9216","ARNE TUNEM STEARINLYSEN
                ","827904872","2021-10-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9217","AUREUS HOLDING AS
                ","927947781","2021-10-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9218","B1-B8 NÆRINGSPARK AS
                ","927982854","2021-10-23","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9219","BABA9 SABOONA
                ","927791854","2021-10-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9220","BARKÅKERVEIEN 13 A
                ","927837420","2021-10-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9221","BAYER STREET EVENT AS
                ","827945382","2021-10-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9222","BONNEGOLT CONSULTING AS
                ","928026922","2021-10-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9223","BORRE BILPLEIE OG DEKKHOTELL AS
                ","828025422","2021-10-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9224","BRENDHAGEN BYGG AS
                ","927992914","2021-10-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9225","BRYT HOLDING AS
                ","928001822","2021-10-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9226","BUGGEGÅRDEN AS
                ","927851857","2021-10-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9227","BY VIGDIS AS
                ","927932539","2021-10-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9228","BÆRET TØNSBERG AS
                ","927937166","2021-10-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9229","BØKEKRONA BORETTSLAG
                ","927937077","2021-10-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9230","CARMA EIENDOM AS
                ","927944693","2021-10-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9231","CHRISTER JENSEN
                ","827907952","2021-10-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9232","CLASIMA AS
                ","928008142","2021-10-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9233","COCREATORS AS
                ","927920115","2021-10-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9234","CRO FOLDVIK EIENDOM AS
                ","928019160","2021-10-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9235","D. EVENSEN INVEST AS
                ","927855240","2021-10-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9236","DEL MARE HOLDING AS
                ","827944742","2021-10-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9237","DRP BYGG AS
                ","927859742","2021-10-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9238","EB EVENSEN HOLDING AS
                ","927988984","2021-10-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9239","EFTEDAL DA
                ","927831589","2021-10-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9240","EIAN ETISCA
                ","927888858","2021-10-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9241","EIENDOMSKONSULENTEN AS
                ","928026965","2021-10-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9242","EIERSEKSJONSSAMEIET HEGNA 38
                ","927911175","2021-10-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9243","ELEMENT INTERIØR BY INA FJÆRLI-WENHAUG
                ","927908921","2021-10-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9244","EMF HOLDING AS
                ","927859963","2021-10-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9245","ENTIREBODY COACHING AS
                ","927988399","2021-10-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9246","ERSTWHILE HOLDING AS
                ","927999013","2021-10-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9247","EVENSEN MARKETING
                ","827169692","2021-10-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9248","FACULTY SERVICES AS
                ","927965607","2021-10-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9249","FAGSKOLEN GET ACADEMY AS
                ","927911396","2021-10-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9250","FARGEGLADE MALERES HOLDING AS
                ","927972972","2021-10-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9251","FJELDLY EIENDOM AS
                ","928019551","2021-10-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9252","FLEX SALES AS
                ","927919885","2021-10-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9253","FM VEI OG TRANSPORT AS
                ","927889218","2021-10-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9254","FRAM RECLAMATION TECHNOLOGY AS
                ","927879212","2021-10-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9255","FYLLPÅ GÅRD OG DRIFT AS
                ","927975858","2021-10-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9256","FÆRDER BIL OG DEKK ALAE SHABAN
                ","927985489","2021-10-23","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9257","FÆRDER SENIORDATA AS
                ","928032388","2021-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9258","FÆRDER SERVICE & VEDLIKEHOLD AS
                ","927956284","2021-10-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9259","FØNIX AFT/VTA AS
                ","927485990","2021-10-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9260","GAVE MANN
                ","827960322","2021-10-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9261","GETO HOLDING AS
                ","927943336","2021-10-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9262","GLOBAL TUBING AS
                ","927789353","2021-10-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9263","GOLFNYC AS
                ","927936593","2021-10-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9264","GREVLELØKKA BORETTSLAG
                ","927998548","2021-10-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9265","GRIMSTAD HÅNDVERK
                ","927979780","2021-10-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9266","GRINDBAKKEN EIENDOM AS
                ","928031829","2021-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9267","GULVIK BYGG&MONTASJE AS
                ","927860155","2021-10-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9268","HEIMDAL CHERRY DESIGN
                ","828018892","2021-10-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9269","HJORTH ARKITEKTER AS.
                ","927937506","2021-10-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9270","HOLMESTRAND GLASS AS
                ","927965763","2021-10-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9271","HPF NORWAY AS
                ","927810719","2021-10-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9272","HUMMERBAKKVEIEN 360-362 AS
                ","927865262","2021-10-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9273","HV SERVICES - VENKATRAMAN
                ","927906813","2021-10-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9274","HØYT UNDER TAKET SKIEN AS
                ","927963116","2021-10-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9275","ICN - ISAK CABRERA-NESBØ
                ","927910985","2021-10-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9276","IDA DAHL HOLDING AS
                ","927860317","2021-10-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9277","INTIME NORDIC AS
                ","828008552","2021-10-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9278","IOF HOLDING AS
                ","927859912","2021-10-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9279","JALSBERG INVEST AS
                ","928011348","2021-10-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9280","JAPPIS KEBAB & PIZZA AS
                ","927970619","2021-10-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9281","JBHANSEN INVEST AS
                ","927925818","2021-10-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9282","JEFF HOLDING AS
                ","927859904","2021-10-02","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9283","JØRN SKJELBRED AS
                ","827918512","2021-10-12","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9284","KIOSKDRIFT TRINE KOMMANDANTVOLD
                ","927943859","2021-10-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9285","KIYANI TAXISERVICE
                ","927971771","2021-10-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9286","KOBBEN SPARK AS
                ","928036979","2021-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9287","KONSEPTINVEST AS
                ","927974703","2021-10-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9288","KONSULENT JOSTEIN NEDKVITNE
                ","928027139","2021-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9289","KRABBEGATA 62 BORETTSLAG
                ","927876655","2021-10-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9290","KRISTIANSEN & KVÆRNE AS
                ","927994267","2021-10-25","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9291","KRYSTALL HUSET V/ SOLSTAD
                ","827981222","2021-10-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9292","L & M INVEST DA
                ","927890267","2021-10-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9293","LARVIK BIL AS
                ","927997681","2021-10-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9294","LEKETØY REINIKYTE
                ","927933543","2021-10-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9295","LIVNÆR AS
                ","927347113","2021-10-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9296","LOOK AT US AS
                ","928012662","2021-10-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9297","LUCKY SPIRIT AS
                ","928034399","2021-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9298","M.SVANBERG AS
                ","927901420","2021-10-11","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9299","MARCHAND TATTOO
                ","927921790","2021-10-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9300","MARTHE WAHL HANSEN
                ","926540424","2021-10-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9301","MASKIN OG ANLEGGSTJENESTER
                ","927631660","2021-10-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9302","MILENA EIENDOM AS
                ","927946890","2021-10-18","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9303","MINVAS AS
                ","927957779","2021-10-19","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9304","MISTELPARK B1 BORETTSLAG
                ","927847094","2021-10-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9305","MO9 MEDIA
                ","927631512","2021-10-20","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9306","MOVEIEN 112 BORETTSLAG
                ","928022544","2021-10-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9307","MUNKEREKKVEIEN 4 AS
                ","927939681","2021-10-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9308","NICHAPHA HAPPINESS LIFE NICHAPHA RUANGBUT
                ","917954208","2021-10-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9309","NORDIC AESTHETICS DISTRIBUTION AS
                ","827921122","2021-10-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9310","NORDRE AAS INVEST AS
                ","927892464","2021-10-08","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9311","NORISO AS
                ","928016641","2021-10-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9312","OCIN HOLDING AS
                ","827999032","2021-10-26","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9313","OLE ARONSEN HOLDING AS
                ","928016919","2021-10-28","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9314","PEAK POLAR INVEST AS
                ","927889226","2021-10-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9315","PERSONLIG TRENER, DAVID STRANHEIM
                ","827881422","2021-10-06","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9316","PETTER HAUGEN DATTER AS
                ","927921634","2021-10-13","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9317","PROFIL EIENDOM AS
                ","927940728","2021-10-15","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9318","PROSJEKT BERGSTIEN 6 AS
                ","828032542","2021-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9319","PRYTANIA INVEST AS
                ","927933071","2021-10-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9320","R2 CONSULTING AS
                ","828030582","2021-10-30","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9321","RAKETA SOLUTIONS AS
                ","927936674","2021-10-14","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9322","REMØY CONSULTING
                ","927858509","2021-10-04","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9323","RHA EIENDOM AS
                ","927867508","2021-10-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9324","RIDELÆRER STEFAN BARACKOV
                ","927358514","2021-10-21","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9325","RJS EIENDOM AS
                ","927870983","2021-10-05","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9326","RMG AS
                ","827908762","2021-10-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9327","ROGKVASN INVEST AS
                ","927985365","2021-10-23","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9328","ROLWAL HOLDING AS
                ","928032833","2021-11-01","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9329","RYEN & STENSLAND AS
                ","927879301","2021-10-07","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9330","RØRLEGGER BOKSA
                ","928009734","2021-10-27","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9331","SAMEIET EKEBERG PARK 2
                ","927978164","2021-10-22","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
"9332","SAMMY SUSHI AS
                ","928022110","2021-10-29","Nyregistrering i Foretaksregisteret               
                ","Vestfold","Under"
