"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"19","BROKELANDSHEIA ØST 7 AS
                ","918436669","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"20","BROKELANDSHEIA ØST 8 AS
                ","918436677","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"21","BROKELANDSHEIA ØST 9 AS
                ","918436685","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"22","BUTIKKDRIFT LINDHAGEN
                ","918368329","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"23","BUTIKKDRIFT SANDVOLD
                ","918379355","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"24","BYGG & DEKOR AS
                ","818329822","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"25","CHARM'S KINAMAT AS
                ","918304665","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"26","D.ADLER DESIGN
                ","915982204","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"27","DEN NORSKE ENTREPRENØR AS
                ","918319921","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"28","DESIGNA SKIEN AS
                ","918349790","2017-01-11","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"29","DUESTIEN 11 BYGG AS
                ","818302142","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"30","EIERSEKSJONSSAMEIET BJØRNTVEDTGATA 51 - 61
                ","918306218","2017-01-10","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"31","EMS PROPERTY AS
                ","918369163","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"32","ENGE DREVLAND DRIFT AS
                ","918346694","2017-01-12","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"33","ESPEN HESTHAG
                ","887692882","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"34","FJÆRE & THORSTENSEN HOLDING AS
                ","918392971","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"35","FLATLAND AS
                ","918476253","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"36","FLOW TECHNOLOGY HOLDING AS
                ","918449701","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"37","FO-TEC AS
                ","918306196","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"38","FREDBO AS
                ","918389849","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"39","FUTURE SYNTHESIS AS
                ","918378936","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"40","GLOBAL WEB PARTNER AS
                ","918417435","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"41","GO BERGE AS
                ","918465146","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"42","GRENLAND BILSERVICE HOLDING AS
                ","918455345","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"43","GRÅTT OG GRØNT HOLDING AS
                ","918316329","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"44","HALLS MOTOR AS
                ","918438823","2017-01-25","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"45","HAUGO ENTREPRENØR AS
                ","918099425","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"46","HOKAS HOLDING AS
                ","918433538","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"47","HOS WENCHE AS
                ","818478062","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"48","HOTKON AS
                ","918489851","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"49","HULFJELL GÅRD AS
                ","818322852","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"50","ILD OG BØNNER KAFFEBRENNERI JOEL SIMPSON
                ","896152572","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"51","INVESTUM TELEMARK AS
                ","918393218","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"52","IPSUM REGNSKAP AS
                ","918391916","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"53","J O HOLDING AS
                ","918379746","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"54","JONAS & KATIE'S AS
                ","918335595","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"55","JONAS S AS
                ","918433260","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"56","JOY'S KIOSK VÅSJØ
                ","918414134","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"57","KARU AS
                ","918458867","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"58","KLIMA & RENHOLD SERVICE PATRYK KRZYSZTOF BACZYNSKI
                ","917541000","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"59","KNUT HALFDAN SVENDSEN AS
                ","918423192","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"60","KONGENSGATE 16 SKIEN AS
                ","918401458","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"61","KONTORISTEN ØYSTEIN RUGTVEIT
                ","918392378","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"62","KVALITET BILPLEIE AS
                ","918306234","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"63","KVITESEID FLIS OG MUR AS
                ","918487913","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"64","LANGERUD TRANSPORT AS
                ","918370846","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"65","LANGESUND BAD RESIDENCE AS
                ","918341498","2017-01-10","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"66","LØNBERGS HYDRA-MEK LTD
                ","918343423","2017-01-26","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"67","M R HOLDING AS
                ","918301844","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"68","MA ENTERPRISES KASHIF AHMAD
                ","918295259","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"69","MAGSIL AS
                ","918314512","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"70","MBT PERSONALRESPONS AS
                ","918375422","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"71","MELFALD HOLDING AS
                ","918390685","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"72","MERCOMODS INGELSTAD
                ","918488707","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"73","METTE VÅER SYKEPLEIERTJENESTER
                ","918462872","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"74","MICHELLI AS
                ","918323546","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"75","MIDT-TELEMARK VED ETC. AS
                ","918367241","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"76","MINAS KREATIVE HJØRNE AS
                ","918464972","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"77","MJF INVEST & DRIFT AS
                ","818403712","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"78","MOLTEBELLO AS
                ","918312196","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"79","MOPP & MATTESERVICE AS
                ","918425489","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"80","MOSTRAUM MUSIKK AS
                ","918411585","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"81","MYRVOLL CONSULT
                ","918357483","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"82","NERO-CARS TORE NERO HANSEN
                ","918325344","2017-01-09","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"83","NETTBIL AS
                ","918437940","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"84","NICKLAS JOHANSEN CATERING
                ","918268561","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"85","NORSK BRANNKONTROLL LTD
                ","918363998","2017-01-26","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"86","NORWEGIAN MADE AS
                ","918327746","2017-01-13","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"87","O.B. HOLDING AS
                ","918424326","2017-01-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"88","OBSCURA AS
                ","818458312","2017-01-27","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"89","OPUS-PROSJEKT AS
                ","918477985","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"90","OS MASKIN ENTREPRENØR AS
                ","918380159","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"91","PLUSSPOL AS
                ","818395272","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"92","PORSGRUNN LASHESB BJØRN INGE ANDERSEN
                ","918369570","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"93","PP SENTERET AS
                ","918309950","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"94","PRIMA FUEL AS
                ","918376208","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"95","PROSPEC CONSULT AS
                ","918357106","2017-01-12","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"96","PROSPECTIVE ASSET 1 AS
                ","918303065","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"97","RINGSTAD KIOSK AS
                ","918312110","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"98","RØDMYRJORDET 13 AS
                ","918486259","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"99","RØDMYRLIA 28 AS
                ","918399941","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"100","RØDMYRLIA 3 AS
                ","918353399","2017-01-12","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"101","S-E BORING AS
                ","918321551","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"102","SAVEPIG AS
                ","918448373","2017-01-25","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"103","SB KONSULENT AS
                ","918470956","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"104","SCANDINAVIC BYGG AS
                ","918403116","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"105","SHOLD AS
                ","918418865","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"106","SKIEN BILSKADE OG VERKSTED HOLDING AS
                ","918305645","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"107","SKIEN TRANSPORTSERVICE DA
                ","918302182","2017-01-02","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"108","SKIENS CYKKELFABRIK AS
                ","918438238","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"109","SNEKKERMESTER HØVELFLIS INVEST AS
                ","918309373","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"110","SRL SKJÆRGÅRDSENTREPRENØR AS
                ","918483640","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"111","STUDIO G - SKJØNNHET OG VELVÆRE AS
                ","918467300","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"112","SØNDRE HYNI GÅRD AS
                ","918401431","2017-01-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"113","TAK-CONSULT AS
                ","918341595","2017-01-10","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"114","TAKFORNYING TELEMARK AS
                ","918320628","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"115","TAKSTFORUM TELEMARK AS
                ","918411348","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"116","TDAK AS
                ","918382135","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"117","TECHNICULTURE INVEST AS
                ","918327495","2017-01-06","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"118","TELEMARK BLIKKENSLAGERVERKSTED AS
                ","918477136","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"119","TELEMARK SEAWORX AS
                ","818465572","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"120","TER-KOP AS
                ","918323554","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"121","TH BYGG & TAKST AS
                ","818468962","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"122","TORBEN IVERSEN S.B.P
                ","918096264","2017-01-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"123","TOTAL VEISERVICE GVARV AS
                ","918370161","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"124","TREUNGEN NÆRINGSBYGG AS
                ","918314091","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"125","TROMMEDALSJORDET 2B AS
                ","918311645","2017-01-04","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"126","TRYKKERILAUGET AS
                ","918307842","2017-01-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"127","TS BYGG BØ AS
                ","918402977","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"128","ULEFOSS SMAKEVERK AS
                ","918478086","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"129","VEST TELEMARK DESIGN AS
                ","918471626","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"130","VESTFOLD RØRLEGGERFORRETNING AS
                ","918382062","2017-01-18","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"131","VILLMARKSBYGG AS
                ","918466991","2017-01-28","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"132","WALLE HOLDING AS
                ","918379533","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"133","WAVE AV AS
                ","918488812","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"134","ÅMOT INVEST AS
                ","918380620","2017-01-17","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"135","ÅNUNDSBUODDANE AS
                ","918473750","2017-01-31","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"136","AARNESGRUPPEN AS
                ","918606777","2017-02-22","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"137","AARNESGRUPPEN HS AS
                ","918607250","2017-02-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"138","ALG TRANSPORT AS
                ","918502874","2017-02-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"139","ANLEGGSGARTNER VESTERDAL AS
                ","918594051","2017-02-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"140","APPMATIC AS
                ","818560052","2017-02-14","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"141","AS HOLDING AS
                ","918591052","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"142","AUBY TRAPP OG REKKVERK AS
                ","918543724","2017-02-10","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"143","AUSTBYGD GRILL & KIOSK AS
                ","918287671","2017-02-09","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"144","BAREROR.NO AS
                ","918525262","2017-02-07","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"145","BJERKENE INVEST AS
                ","918617191","2017-02-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"146","BLACKCORP JAN ARILD HAAVEN
                ","918556117","2017-02-28","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"147","BLACKSMITH3HOUSE AS
                ","918604219","2017-02-22","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"148","BOLTON AS
                ","918561501","2017-02-15","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"149","BORGERSEN DAGLIGVARE AS
                ","918540385","2017-02-09","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"150","BRABILDE ROBERT DREIER TVEIT HOLAND
                ","918596631","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"151","BYGG & INNREDNING AS
                ","918611142","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"152","CHINA HOUSE BØ AS
                ","918556796","2017-02-13","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"153","DAG-STEINAR WINGEREID
                ","997883136","2017-02-07","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"154","DIN BILUTLEIE AS
                ","918598979","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"155","DR.ING KNUT WIIK AS
                ","918619488","2017-02-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"156","ENGELSTAD NYTT AS
                ","918509747","2017-02-22","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"157","ESQUIRE AS
                ","918448128","2017-02-07","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"158","ESS ERR LARSEN
                ","918612173","2017-02-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"159","FINSVEEN HÅRSTUDIO AS
                ","918639039","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"160","FLOGSTAD INVEST AS
                ","918525300","2017-02-07","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"161","FOSSHEIM MONTASJE OG VEDLIKEHOLD
                ","918573607","2017-02-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"162","FRISKERE DEG VIBEKE LINHEIM ISAKSEN
                ","918588221","2017-02-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"163","GAMLE-LENSMANNSGÅRDEN OMSORGSSENTER AS
                ","918427120","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"164","GAUSTATOPPEN HYTTEUTLEIE AS
                ","918294031","2017-02-02","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"165","GLENNA EIENDOM AS
                ","918502092","2017-02-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"166","GR-AV AS
                ","918533281","2017-02-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"167","GRANITT GROSSISTEN AS
                ","918576088","2017-02-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"168","GRENLAND GLASS AS
                ","918547509","2017-02-10","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"169","GRENLAND VENTILASJON
                ","918525106","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"170","GRS INVEST AS
                ","918495479","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"171","GRYTA AS
                ","918607420","2017-02-22","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"172","HAGEDYR.NO AS
                ","818576242","2017-02-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"173","HAUGSVEIEN 5 AS
                ","918501738","2017-02-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"174","HILAMO HOLDING AS
                ","918601848","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"175","HOLBERGSGATE BORETTSLAG
                ","918609032","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"176","HOLTE BYGG OG INDUSTRISERVICE
                ","918625240","2017-02-27","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"177","HOTKON AS
                ","918489851","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"178","HØLJE ÅLYKKJA AS
                ","918640436","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"179","HØYERGRUPPEN AS
                ","918560203","2017-02-14","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"180","J O DRIFT AS
                ","918597743","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"181","J O EIENDOM AS
                ","818588402","2017-02-20","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"182","JENZ INVEST AS
                ","918493662","2017-02-02","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"183","JÆGEREN ODD ARNE HOMMO
                ","916210868","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"184","KNARDAL BYGG AS
                ","918495525","2017-02-15","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"185","KRAGERØ OPPMÅLING AS
                ","918618341","2017-02-28","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"186","KRAGERØ VAKTMESTERSERVICE AS
                ","918551379","2017-02-13","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"187","KVITESEID FLIS OG MUR AS
                ","918487913","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"188","KVITÅVATN HYTTESERVICE AS
                ","918513841","2017-02-06","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"189","LAIMONAS BURBA
                ","918622896","2017-02-27","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"190","LARSEN BYGG OG MASKIN
                ","818612052","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"191","LERMO AS
                ","918609261","2017-02-22","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"192","LINNEAVEGEN AS
                ","918616144","2017-02-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"193","LYSVERKET ARILD NIELSEN
                ","918571647","2017-02-15","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"194","MAMMA AFRIKA AS
                ","918439617","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"195","MARI LOUISE KÅSIN
                ","918534733","2017-02-08","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"196","MEMENTO UTVIKLING AS
                ","918595007","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"197","MERCOMODS INGELSTAD
                ","918488707","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"198","MIDT TELEMARK ELEKTRO AS
                ","918545824","2017-02-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"199","MIKKELSEN BIL OG REKVISITA
                ","918586393","2017-02-17","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"200","MOENHOLDING AS
                ","918616780","2017-02-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"201","MOFLATVEGEN 59 AS
                ","918504184","2017-02-03","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"202","MONTASJE ALU OG GLASS AS
                ","818609612","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"203","MULIGHETENES BY AS
                ","918496637","2017-02-02","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"204","MULTIMANN AS
                ","918494219","2017-02-02","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"205","MURTEBU AS
                ","918603468","2017-02-22","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"206","NAYS HOLDING AS
                ","918508473","2017-02-04","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"207","NAYS PORSGRUNN AS
                ","918578986","2017-02-16","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"208","NOME KOMPETANSEHUS AS
                ","918421963","2017-02-02","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"209","NORDSKOGEN DA
                ","918541586","2017-02-09","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"210","NORSJØ EIENDOM OG UTVIKLING AS
                ","918611290","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"211","OMMURUCA AS
                ","918551956","2017-02-13","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"212","OPPHEIMJORDET UTVIKLING AS
                ","918631267","2017-02-27","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"213","OTP BUTIKKDRIFT
                ","918496459","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"214","PANNA AS
                ","918607366","2017-02-22","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"215","RF MALING/TAPETSERING & BYGGSERVICE AS
                ","918550569","2017-02-24","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"216","ROMTAKST AS
                ","918575286","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"217","RTC CONSULTANCY AS
                ","918523480","2017-02-07","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
"218","RTJ SVABER DA
                ","918614923","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Telemark","Før"
