"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"36","TALEYDOSKOP LTD
                ","918177035","2017-01-05","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"37","TECHTERM AS
                ","918402659","2017-01-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"38","TG FISK AS
                ","818376642","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"39","TORASDATTER AS
                ","918369740","2017-01-16","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"40","VERKSTEDVEIEN 33 HAMMERFEST AS
                ","918456430","2017-01-30","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"41","ØSTERLI DA
                ","918398554","2017-01-19","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"42","ACE AS
                ","918503552","2017-02-03","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"43","ADVOKAT HEGGELI AS
                ","918596402","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"44","ALSTAD SAG OG HØVEL AS
                ","918597093","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"45","AM HEST OG HUND AS
                ","918539999","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"46","ARCTIC BUS AS
                ","918536787","2017-02-08","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"47","ARCTIC IMPORT AS
                ","918633138","2017-02-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"48","AUDIOBUG STUDIOS AS
                ","918536779","2017-02-08","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"49","BARENTS SEAWEED AS
                ","818481152","2017-02-14","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"50","BASIS-A BYGG AS
                ","918590811","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"51","BIL OG MASKINSERVICE AS
                ","918559906","2017-02-14","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"52","BOSSEKOP FYSIOTERAPI AS
                ","918572201","2017-02-16","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"53","CAMP HALIBUT AS
                ","918530800","2017-02-08","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"54","CHANGE AS
                ","918504273","2017-02-06","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"55","DIN HAVN AS
                ","918575294","2017-02-16","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"56","ED-GARASJEN
                ","918377344","2017-02-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"57","ERFARING OG KOMPETANSE AS
                ","918557326","2017-02-17","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"58","FINCOM AS
                ","918626735","2017-02-27","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"59","FISHINGLAND SARNES AS
                ","918567410","2017-02-15","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"60","FYRABEN AS
                ","918500545","2017-02-03","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"61","IH CONSULTING AS
                ","918603611","2017-02-22","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"62","IHR INVEST AS
                ","818587112","2017-02-17","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"63","INDUSTRI HJÆLPERN AS
                ","918531599","2017-02-08","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"64","INDUSTRIHØYDEN 20 AS
                ","918638784","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"65","J.S.VANG
                ","816755662","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"66","JEAGIL AS
                ","918608605","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"67","JON HIVAND TRADING
                ","818470452","2017-02-06","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"68","KAUTOKEINO REIN AS
                ","918433104","2017-02-13","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"69","KCTECH AS
                ","918539980","2017-02-09","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"70","LOGOPEDHJELPEN SØR-VARANGER AS
                ","918433201","2017-02-03","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"71","MANNSVERK MASKIN AS
                ","918542892","2017-02-13","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"72","MERK HOLDNING AS
                ","918555005","2017-02-13","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"73","MIKSA AS
                ","918565124","2017-02-15","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"74","MJP HOLDING AS
                ","918634630","2017-02-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"75","NORD EKSPEDISJON AS
                ","918590978","2017-02-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"76","NORTH ARCTIC AS
                ","918514333","2017-02-06","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"77","OPGÅRD MOTOR AS
                ","918620915","2017-02-24","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"78","POBEDIT AS
                ","818631642","2017-02-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"79","POLAR DISTRIBUSJON AS
                ","918624147","2017-02-27","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"80","SKYSSKARN AS
                ","918600728","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"81","SPRETT.NET AS
                ","918610685","2017-02-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"82","TONE LEINAN AS
                ","918602607","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"83","VITO ALTA AS
                ","918536639","2017-02-08","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"84","ØINES & FRIIS AS
                ","918591338","2017-02-21","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"85","9900WATT AS
                ","918716297","2017-03-16","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"86","ABN ANLEGG AS
                ","918775811","2017-03-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"87","AGNI YOGA MASSAGE
                ","918524665","2017-03-08","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"88","AJ HOLMEN HOLDING AS
                ","918652167","2017-03-03","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"89","ALTA AUTOSERVICE AS
                ","918752838","2017-03-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"90","ANDREAS BEKKVIK
                ","992828110","2017-03-22","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"91","ANNE MARIT ØSTMO AS
                ","918702784","2017-03-14","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"92","ARCTIC SUPPORT AS
                ","918779051","2017-03-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"93","ARTISTNEXTDOOR DA
                ","818793642","2017-03-31","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"94","AURORA IGLOO AS
                ","918719539","2017-03-17","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"95","B FISK AS
                ","918666168","2017-03-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"96","BIG JACKS BBQ AS
                ","918662855","2017-03-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"97","BITMA AS
                ","918664327","2017-03-06","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"98","BONAVENTURE AS
                ","918738460","2017-03-21","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"99","BRM EIENDOMSUTVIKLING AS
                ","918668241","2017-03-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"100","BYGGHIT AS
                ","918775919","2017-03-31","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"101","BÅRSAN AS
                ","918720596","2017-03-30","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"102","EANTONSEN AS
                ","918738355","2017-03-21","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"103","GULLHOLMEN HOLDING AS
                ","818694172","2017-03-13","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"104","HAK ENTREPRENØR HOLDING AS
                ","918687386","2017-03-10","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"105","HAST NORD AS
                ","918724486","2017-03-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"106","HAVALGE AS
                ","818708742","2017-03-15","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"107","HEA HOLDNING AS
                ","918701079","2017-03-13","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"108","HENRIKSEN KYSTFISKE AS
                ","918786333","2017-03-29","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"109","HOGE RI AS
                ","918709428","2017-03-15","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"110","INDUSTRIHØYDEN 20 AS
                ","918638784","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"111","J.S.VANG
                ","816755662","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"112","JMS KYSTFISKE AS
                ","918784101","2017-03-29","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"113","JUGA MIKROBRYGGERI AS
                ","918783474","2017-03-29","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"114","KAFFEMESTER'N FINNMARK AS
                ","918604200","2017-03-10","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"115","KATRIN MARTINSEN
                ","918757244","2017-03-24","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"116","KEN-MAGNE ISAKSEN
                ","918757317","2017-03-24","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"117","KESINEE SALON KESINEE JOERGENSEN
                ","913388682","2017-03-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"118","KULABAS AS
                ","918773568","2017-03-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"119","KÅFU-KONSULT AS
                ","918812385","2017-04-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"120","L.N.RENDHOLD AS
                ","918746803","2017-03-22","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"121","LYKTA FISKERI BJØRN HARALD LIAN ISAKSEN
                ","918706895","2017-03-14","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"122","MALINENS ENTERTAINMENT
                ","918796657","2017-03-31","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"123","MEHAMN HAVFISKESELSKAP AS
                ","918798420","2017-03-31","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"124","MIKSAPIX INTERACTIVE AS
                ","918755098","2017-03-24","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"125","MÆRK AS
                ","918652701","2017-03-03","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"126","MØLJE RÅDGIVNING JOHNNY ANDREASSEN
                ","918606319","2017-03-09","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"127","NIVENT EIENDOM AS
                ","918665730","2017-03-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"128","NORDLYSFISK AS
                ","918713042","2017-03-15","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"129","PAULSEN HANDEL AS
                ","918746846","2017-03-22","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"130","PEDERSEN INDUSTRISERVICE & VAKTMESTERTJENESTER AS
                ","918658629","2017-03-06","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"131","PERFECTHAIR AS
                ","918708758","2017-03-15","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"132","PROGRESS. AS
                ","918713875","2017-03-16","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"133","REIN FILM FINNMARK AS
                ","918623787","2017-03-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"134","SG BARBO AS
                ","918703721","2017-03-14","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"135","SISU GYM AS
                ","918717935","2017-03-16","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"136","STROJO HOLDING AS
                ","918768300","2017-03-27","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"137","SUOMÄKI GÅRD DA
                ","918726829","2017-03-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"138","SYRISK MAT AS
                ","918680950","2017-03-09","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"139","SØRFJORDEN FISKERI AS
                ","918471227","2017-03-16","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"140","TASTY1 AS
                ","918328785","2017-03-15","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"141","TEAM DAHL
                ","918634878","2017-03-25","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"142","THOMAS HANSENA LÁGÁDUS BÁBIRBORGA
                ","918623221","2017-03-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"143","TOM-YNGVE JOHANSEN
                ","918767738","2017-03-28","Annullering av registrering                       
                ","Finnmark","Før"
"144","TOM-YNGVE JOHANSEN
                ","918767738","2017-03-27","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"145","TONE LEINAN AS
                ","918602607","2017-03-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"146","UMAMI SUSHI KIRKENES AS
                ","918789685","2017-03-29","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"147","VALVA PRO AS
                ","918710272","2017-03-15","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"148","VETERINÆR ELVENES AS
                ","818668252","2017-03-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"149","ALTAIE FRISØR AS
                ","918836802","2017-04-06","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"150","ALWIN SILBA AS
                ","918829539","2017-04-05","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"151","ARKTISK BYGG AS
                ","918772642","2017-04-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"152","ARNOR ELVAR JONSSON
                ","818712472","2017-04-05","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"153","ARVO D KRISTIANSEN
                ","918846689","2017-04-18","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"154","B8 EIENDOM AS
                ","918844430","2017-04-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"155","BJØRN ARNE DAHL
                ","918838589","2017-04-10","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"156","BJØRN PETTER ANTI TAGEN
                ","918871454","2017-04-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"157","BLOMSTERSTUA I KIRKENES AS
                ","918860045","2017-04-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"158","BOSSEKOP INVEST AS
                ","918897623","2017-04-25","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"159","BÆIVI AS
                ","918870962","2017-04-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"160","CASTOR FANGST AS
                ","918842934","2017-04-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"161","ESTHUS JANEK AVILI
                ","918892583","2017-04-24","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"162","FAH BYGG AS
                ","918921907","2017-04-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"163","FRITS THORBJØRNSEN
                ","918797823","2017-04-04","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"164","ISÁMI.PRESS AS
                ","918152784","2017-04-11","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"165","J.M HOLDING AS
                ","918874119","2017-04-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"166","KIRKENES APPARTMENT AS
                ","918844031","2017-04-18","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"167","KIRKENES STORKJØKKEN AS
                ","818789092","2017-04-19","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"168","KÅFU-KONSULT AS
                ","918812385","2017-04-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"169","LOPPA FISHING CAMP AS
                ","918918817","2017-04-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"170","M KJÆR INVEST AS
                ","918918221","2017-04-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"171","NOR-SKOG AS
                ","918829458","2017-04-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"172","NORDLYS THAI AS
                ","918836608","2017-04-06","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"173","NORTH CAPE TOURS AS
                ","818840772","2017-04-10","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"174","ODDS GLASS OG RAMMER ODD BJØRNAR JOHANNESSEN
                ","917935688","2017-04-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"175","OLSEN CATO INGMAR
                ","969144050","2017-04-25","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"176","PENTHOUSE GARAGE MUSIC AS
                ","918829415","2017-04-06","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"177","RESCUE TRUDE FLÆTHE
                ","918875042","2017-04-25","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"178","RESTAURANT HAVBLIKK AS
                ","918912789","2017-04-26","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"179","RUSSIAN HOUSE AS
                ","918842489","2017-04-07","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"180","SAUDEGATA ØST AS
                ","918836829","2017-04-26","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"181","STRÅ BY NYVOLL
                ","918919988","2017-04-28","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"182","THE NORTHCAPE EXPERIENCE AS
                ","918874283","2017-04-20","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"183","TOTALSERVICE ALTA AS
                ","918852492","2017-04-11","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"184","VARANGER HOTELL AS
                ","918859454","2017-04-18","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"185","VEVIKEN AS
                ","918717951","2017-04-04","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"186","VVS NORD AS
                ","918865470","2017-04-19","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"187","ALTA AKVASERVICE AS
                ","919049189","2017-05-26","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"188","ARCTIC RØRSERVICE AS
                ","919056916","2017-05-30","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"189","BRAH AS
                ","918816399","2017-05-04","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"190","BYGG OG RENOVERING AS
                ","918946861","2017-05-05","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"191","DAASTA AS
                ","919076658","2017-06-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"192","DANIGÅRD AS
                ","918950168","2017-05-11","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"193","FARMEN VISTIT AS
                ","919060689","2017-05-30","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"194","FOLSTAD HOLDING AS
                ","919039094","2017-05-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"195","FORTUNOR AS
                ","918931686","2017-05-03","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"196","FRØYA CONSULT AS
                ","918965238","2017-05-09","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"197","HANS HOLMBOE
                ","919023295","2017-05-18","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"198","HARIC AS
                ","919039558","2017-05-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"199","HELLVÆRING AS
                ","919019395","2017-05-18","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"200","HIVAND SERVICE AS
                ","919058420","2017-05-30","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"201","INTERIØRRIKET FINNMARK AS
                ","918984585","2017-05-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"202","ISHAVSBUNKERS AS
                ","919061804","2017-05-30","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"203","JARL INGE FALCH AS
                ","918954503","2017-05-08","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"204","JOHTO AS
                ","918945334","2017-05-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"205","KNUTSEN BYGG & INVEST AS
                ","918950028","2017-05-05","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"206","L.N.RENHOLD AS
                ","918746803","2017-05-02","Rettelse av foretaksnavn                          
                ","Finnmark","Før"
"207","LISA MATHISEN CONSULTING AS
                ","919059249","2017-05-30","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"208","MANNDAL AS
                ","918985190","2017-05-11","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"209","MÁZE JIENAT - IS HÆTTA ORDTONERI
                ","918986871","2017-05-11","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"210","MITAS HOLDING AS
                ","919061499","2017-05-30","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"211","NORDECON AS
                ","918984895","2017-05-11","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"212","NORDLYSBYEN EIENDOM AS
                ","919001151","2017-05-16","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"213","POLARLYS EIENDOM AS
                ","919039574","2017-05-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"214","SANNDEN BYGG AS
                ","919072520","2017-06-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"215","SEA INSPIRATION AS
                ","918708928","2017-05-23","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"216","SELJELI AS
                ","819064172","2017-05-30","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"217","STAG MANAGEMENT DA
                ","918901760","2017-05-08","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"218","SVARTFJELLVEIEN 4 AS
                ","919074019","2017-06-01","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"219","TOKLEBAKKEN AS
                ","818964382","2017-05-08","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
"220","VETERINÆR HANNE AAKERHOLM AS
                ","918939997","2017-05-12","Nyregistrering i Foretaksregisteret               
                ","Finnmark","Før"
