"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"6066","MELIN EIENDOM AS
                ","923211756","2019-08-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6067","MIKE'S BILFIKS AS
                ","923177817","2019-08-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6068","MYKLAND GULVSLIPING
                ","923230858","2019-08-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6069","NADARRA AS
                ","923211748","2019-08-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6070","NEWCO KRISTIANSAND 143 AS
                ","923310657","2019-08-31","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6071","NORDIC4X4 MARIUS ANTONIO KISMUL
                ","923225366","2019-08-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6072","NORSK VED- OG BIOPRODUKSJON AS
                ","923241116","2019-08-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6073","NOSMOKE BROKELAND AS
                ","923219218","2019-08-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6074","NOVU AS
                ","923269479","2019-08-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6075","ODD BJØRNSGAARD-ANDERSEN AS
                ","841723252","2019-08-30","Rettelse av foretaksnavn                          
                ","Agder","Før"
"6076","OH LUNDEVÅGEN EIENDOM AS
                ","923241221","2019-08-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6077","OLAFUR LINDGREN SIGURDSSON
                ","923161848","2019-08-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6078","OLTO HOLDING AS
                ","923219935","2019-08-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6079","ONLYNX AS
                ","923240942","2019-08-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6080","ORAKU AS
                ","923135200","2019-08-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6081","OSLO AVENUE AS
                ","923185429","2019-08-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6082","PAKKHUSET FARSUND AS
                ","923155767","2019-08-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6083","PERFECT MOVE INVEST AS
                ","923206485","2019-08-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6084","PETTER AALAND AS
                ","923206671","2019-08-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6085","POLSK BYGG AS
                ","923309187","2019-08-31","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6086","POTENSIALE AS
                ","923243585","2019-08-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6087","PROFESSIONAL CUTS BARBER AS
                ","923152318","2019-08-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6088","PROFFINVEST AS
                ","923177337","2019-08-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6089","R3ES10 AS
                ","923232664","2019-08-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6090","R3ES12 AS
                ","923232486","2019-08-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6091","RUSSESUKSESS AS
                ","923233237","2019-08-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6092","RÅDHUSCAFÈEN AS
                ","923153330","2019-08-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6093","SAKKO AS
                ","923193618","2019-08-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6094","SAMEIE MØLLER MOULINSVEI 41
                ","822982832","2019-08-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6095","SAMEIET BRYGGELIA NORD
                ","923155058","2019-08-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6096","SAMEIET GRANDGÅRDEN ARENDAL
                ","923159797","2019-08-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6097","SAMEIET ØSTRE STRANDGATE 59
                ","995701138","2019-08-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6098","SB TECH SVERRE OSEN BRIKLAND
                ","923229485","2019-08-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6099","SCHIBSTAD MUR
                ","923236368","2019-08-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6100","SIR LENNY'S DA
                ","923173749","2019-08-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6101","SJØ-SPORT HOLDING AS
                ","923276203","2019-08-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6102","SKBYGG AS
                ","923309039","2019-08-31","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6103","SKIBÅSEN 35 AS
                ","923193464","2019-08-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6104","SKOGBYS BIER OG BÆR
                ","923257942","2019-08-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6105","SLØGEDAL NEGLER
                ","923273263","2019-08-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6106","SMART REKLAME AS
                ","923266712","2019-08-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6107","SOLGAARD INVEST AS
                ","923219455","2019-08-22","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6108","SOLTUNET TVEIT
                ","922877475","2019-08-14","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6109","SPORNESHYTTENE VA UTBYGGING SA
                ","923200754","2019-08-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6110","STOA MASSASJE AS
                ","923276017","2019-08-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6111","STORSTEIN INVEST AS
                ","923248765","2019-08-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6112","SUNDE-INVEST AS
                ","923152539","2019-08-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6113","SVART SOL AS
                ","823172222","2019-08-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6114","SVART SVANE AS
                ","923134379","2019-08-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6115","SØRKEDALEN FRISØR AS
                ","923224947","2019-08-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6116","T. EEK AS
                ","923181970","2019-08-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6117","TALLAKSEN TRAFIKKSKOLE AS
                ","923104526","2019-08-08","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6118","TEK-SØR AS
                ","923212442","2019-08-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6119","TERMEL HUNDESTYLING
                ","923095454","2019-08-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6120","TFA BYGG AS
                ","923217061","2019-08-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6121","THAI RESTAURANT & BAR
                ","923186557","2019-08-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6122","THE LITTLE HOUSE AS
                ","923264698","2019-08-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6123","TINDE INKASSO AS
                ","923185534","2019-08-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6124","TRANSPORT TJENESTER ZAMASZ AS
                ","923181725","2019-08-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6125","TRICONSER OPERATION DARYOSH MAFI
                ","923159215","2019-08-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6126","TRUSTFUL TRADE AS
                ","923258728","2019-08-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6127","TTME INVEST AS
                ","923203044","2019-08-15","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6128","VATNEDAL TREFELLING
                ","922580766","2019-08-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6129","W & A INVEST AS
                ","923270108","2019-08-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6130","WEBFUSE AS
                ","923149813","2019-08-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6131","WILLS BBQ BURGERS WAIL JADALLAH ALAKABANI
                ","923253971","2019-08-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6132","WINGBOOT AS
                ","923163840","2019-08-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6133","YOGA OPPLEVELSESFERIE AS
                ","923273077","2019-08-29","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6134","ZIEL KAPITAL AS
                ","923219692","2019-08-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6135","ØKONOMISK TRYGGHET AS
                ","923267964","2019-08-28","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6136","ØST HÅNDVERK SERVICE AS
                ","923231439","2019-08-21","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6137","ØYELEGE ECKHOFF AS
                ","923177639","2019-08-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6138","A KWEKAM
                ","923359834","2019-09-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6139","ADEPT BEMANNING&REKRUTTERING AS
                ","923319263","2019-09-03","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6140","AET SEA SHUTTLE II AS
                ","923320482","2019-09-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6141","AF TRANSPORT OG ANLEGG ALEKSANDER LUNDBAKK FØLLVIK
                ","999189121","2019-09-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6142","AGDER VVS RØR NADER SALEH
                ","923337407","2019-09-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6143","AMIRAL ANAS GHANAYEM
                ","923434593","2019-09-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6144","AMJF HOLDING AS
                ","923405348","2019-09-17","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6145","ANNIKEN KRISTIANSEN
                ","923386513","2019-09-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6146","ARNFINN HAVÅS
                ","923368159","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6147","AUKLANDS VEDLIKEHOLD AS
                ","923493859","2019-10-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6148","AZAUTO KRISTIANSEN
                ","923333126","2019-09-24","Rettelse av foretaksnavn                          
                ","Agder","Før"
"6149","AZAUTO THOMAS KRISTIANSEN
                ","923333126","2019-09-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6150","BAKKEN & AUESTAD INVEST AS
                ","923392874","2019-09-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6151","BASELINE NORD AS
                ","923390820","2019-09-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6152","BERDIAN ALLSIDIGE PETTER BERDIAN RASMUSSEN
                ","923345418","2019-09-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6153","BERGES HUNDEASSISTANSE AS
                ","923357459","2019-09-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6154","BILOMSETNINGEN BILDELER AS
                ","923480323","2019-09-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6155","BJØNNEVEIEN 9 HOLDING AS
                ","823474202","2019-09-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6156","BJØRUMSVEI 15 AS
                ","923378057","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6157","BRAGA EIENDOM AS
                ","923304789","2019-09-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6158","BREKKE MEK. OG MOTOR KEN ANDRÉ HUSA-BREKKE
                ","923212795","2019-09-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6159","BRØDRENE HELLE AS
                ","923444459","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6160","BTG SOLENERGI AS
                ","923387803","2019-09-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6161","BUGATTI NORDIC TOM HARALD RANUM
                ","823351852","2019-09-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6162","BÅLLSY AS
                ","923346104","2019-09-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6163","CELA HOLDING AS
                ","923463291","2019-09-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6164","CHALISA SASWAT PO-NGOEN
                ","923341501","2019-09-05","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6165","CHRISTIANSSAND MARINA AS
                ","923318399","2019-09-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6166","CREACTIVITY BY KILDAL
                ","923399186","2019-09-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6167","CTOR AS
                ","823415842","2019-09-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6168","DAHL & FLOTTORP HOLDING AS
                ","923476334","2019-09-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6169","DAMP OG SÅNN AS
                ","923432736","2019-09-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6170","DAN SKEIME HOLDING AS
                ","923389253","2019-09-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6171","DASKE TREPRODUKTER V/ DEMIROVIC
                ","923327150","2019-09-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6172","DATATYVERI.NO ØIVIND ERIK JOHANNESSEN
                ","923384545","2019-09-12","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6173","DESIGNPILOT AS
                ","823471572","2019-09-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6174","DIGG SØRLANDSSENTERET AS
                ","923484256","2019-09-30","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6175","DRONNINGENE AV DRONNINGENS AS
                ","923369910","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6176","DRY FLY HOLDING AS
                ","923368086","2019-09-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6177","E & E KLÆR AS
                ","923377581","2019-09-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6178","E.M. HANSEN HOLDING AS
                ","923398856","2019-09-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6179","EAST AND WEST CORPORATION AS
                ","923482792","2019-09-30","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6180","EGENES
                ","923316388","2019-09-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6181","ELMA EVJE AS
                ","923370994","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6182","EMMYLOU HOLDING AS
                ","923438270","2019-09-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6183","EVJEN'S RØRLEGGERSERVICE AS
                ","923483349","2019-10-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6184","FABRIKKGÅRDEN AS
                ","923479546","2019-09-27","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6185","FATHEAD AS
                ","923413367","2019-09-17","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6186","FAVILA HOLDING AS
                ","823353952","2019-09-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6187","FLATEN 9 AS
                ","923362878","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6188","FLISLEGGER NICOLAS MAIER
                ","920214797","2019-09-30","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6189","FRONT-UTVIKLING AS
                ","823323972","2019-09-03","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6190","FYSIOTERAPEUT ANNE M.MEYER-MYKLESTAD
                ","999056296","2019-09-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6191","GAUSETANGEN AS
                ","923393099","2019-09-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6192","GEIR RAGNAR HALS
                ","970545506","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6193","GISMERØYVEIEN 200 AS
                ","923444440","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6194","GLT EIENDOM AS
                ","923425950","2019-09-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6195","GREEN CARNATION AS
                ","923440992","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6196","GURINE BLØRSTAD - MARY KAY
                ","923425527","2019-09-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6197","GYLDENLØVE 13 AS
                ","923417389","2019-09-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6198","H2H BYGG AS
                ","923392599","2019-09-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6199","HAYAT COSMETICS & CLOTHS NASIR CISMAN MOHAMED
                ","923352651","2019-09-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6200","HEGES FRISØR AS
                ","923368361","2019-09-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6201","HEIDI ANDERSEN FYSIOTERAPI AS
                ","923446788","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6202","HEREFOSS KRAFT AS
                ","923485465","2019-09-30","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6203","HERKIMER AS
                ","923371249","2019-09-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6204","HJORTHS TILHENGEREN
                ","823431732","2019-09-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6205","HK TUNING AS
                ","923488731","2019-10-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6206","HN CONSULT AGDER AS
                ","923433848","2019-09-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6207","HOMME-BYGG AS
                ","923349138","2019-09-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6208","HOVDENGILDET AS
                ","923361499","2019-09-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6209","HYM AS
                ","923363882","2019-09-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6210","HØIGILT INVEST AS
                ","923392815","2019-09-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6211","HÅRPLEIE CARINA OLSEN
                ","923326685","2019-09-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6212","HÅVARD TVEDT HELSE
                ","923440712","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6213","INGEBORG ANDREA DALE SY OG STRIKK
                ","923449647","2019-09-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6214","INHOME AS
                ","923399852","2019-09-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6215","INVEKOTO AS
                ","923338764","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6216","IRG HOLDING AS
                ","923492690","2019-10-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6217","IRSLINGER EIENDOM AS
                ","823492162","2019-10-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6218","ISABELL TJØSTLAND
                ","923349197","2019-09-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6219","IVATER AS
                ","923400702","2019-09-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6220","JANSEN & FLAA BYGG AS
                ","923331670","2019-09-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6221","JBKRI INVEST AS
                ","823366132","2019-09-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6222","JEBA JENS BARALDSNES
                ","923334416","2019-09-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6223","JENKE'S MAT ALGENE EVE CASAS
                ","920864988","2019-09-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6224","JOHNSEN - AUTO
                ","923403051","2019-09-17","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6225","JTFIDJE AS
                ","923352791","2019-09-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6226","JUAN ANGEL GONZALEZ CAMPOS
                ","923332243","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6227","JWANA FRISØR RAQIA MUSTAFA MOHAMED
                ","923431780","2019-09-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6228","KAMBRIUM HOLDING AS
                ","923383360","2019-09-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6229","KNIPSEREN AS
                ","923494200","2019-10-01","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6230","KOLLBONNEN MASKIN AS
                ","923369139","2019-09-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6231","KRISTIANSAND HUDLEGEKLINIKK AS
                ","923474129","2019-09-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6232","KROSSEN HOLDING AS
                ","923419586","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6233","KSG LEILOS AS
                ","923418873","2019-09-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6234","KSG MIABELLO AS
                ","923418881","2019-09-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6235","LANDÅS INVEST
                ","923428461","2019-09-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6236","LEI EN SJÅFØR HANS OLAV ENG
                ","821577632","2019-09-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6237","LINDAL AKLAND 1 AS
                ","923455256","2019-09-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6238","LINDAL AKLAND 2 AS
                ","923454381","2019-09-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6239","LIS BYGG AS
                ","923464875","2019-09-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6240","LOCATION AS
                ","923400710","2019-09-16","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6241","LTBT AS
                ","923488103","2019-09-30","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6242","LYKKA'S PUB & VINSTUE
                ","822414672","2019-09-03","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6243","LØVE INVEST AS
                ","923417486","2019-09-19","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6244","MAR EL HOLDING AS
                ","823323832","2019-09-03","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6245","MARIN ELEKTRO EIENDOM AS
                ","923363742","2019-09-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6246","MATKLI INVEST AS
                ","922918368","2019-09-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6247","MAUBACH SUNDE AS
                ","923435573","2019-09-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6248","MELING BYGG AS
                ","923364854","2019-09-09","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6249","MIDTSTØL INVEST 2 AS
                ","923370145","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6250","MOTANGS MOAID ABDALMAJID ALZAID
                ","923253211","2019-09-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6251","NCV HOLDING AS
                ","923398880","2019-09-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6252","NEWCO KRISTIANSAND 139 AS
                ","923311459","2019-09-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6253","NEWCO KRISTIANSAND 140 AS
                ","923311688","2019-09-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6254","NEWCO KRISTIANSAND 141 AS
                ","923311645","2019-09-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6255","NEWCO KRISTIANSAND 142 AS
                ","923310681","2019-09-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6256","NO1 PRODUCTS AS
                ","923361898","2019-09-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6257","NORØ INVEST AS
                ","923456252","2019-09-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6258","NYHAVEN
                ","923453245","2019-09-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6259","OLIVIAS DRØM V/ JØRGENSEN
                ","923373454","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6260","OMNES CONSULT AS
                ","923441174","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6261","ONE FILM AS
                ","823448082","2019-09-24","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6262","OPTIKKHUSET AS
                ","923354492","2019-09-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6263","OUR FAMILY SOFTWARE AS
                ","923474390","2019-09-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6264","PERSONLIG TRENER VANESSA RIAUTE
                ","923326839","2019-09-04","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6265","PI PROOF AS
                ","923379894","2019-09-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6266","PRODISC STRATE
                ","923373888","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6267","PSYKIATER HEIDI HUSBY AS
                ","923415890","2019-09-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6268","QVARTAL 1 AS
                ","923467017","2019-09-25","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6269","R3 UNDER AS
                ","823371152","2019-09-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6270","RELAXING ZONE FLOATING SPA AS
                ","823434952","2019-09-20","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6271","RENO SIMONSEN
                ","985050597","2019-09-11","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6272","RGJ HOLDING AS
                ","923394338","2019-09-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6273","RIMAIRAS AIRAS RIMKEVICIUS
                ","922175411","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6274","ROMSTØLEN 2 EIENDOM AS
                ","923349219","2019-09-07","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6275","RS GROUP AS
                ","923392890","2019-09-13","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6276","SALONG ALICE AS
                ","923419489","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6277","SAMEIE REBEKKAS VEI 2-20
                ","997467094","2019-09-28","Rettelse av foretaksnavn                          
                ","Agder","Før"
"6278","SAVA HELLER AS
                ","923314849","2019-09-02","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6279","SCAN LOGISTIKK DANIEL NILSEN
                ","923416021","2019-09-18","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6280","SISTECH AS
                ","923440704","2019-09-23","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6281","SJ TOOLS AS
                ","923193200","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6282","SKIBÅSEN 18 AS
                ","823472242","2019-09-26","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6283","SKIBÅSEN20A AS
                ","923338632","2019-09-10","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
"6284","SKOGTJENESTE. KASPARS BISMAKS
                ","923348816","2019-09-06","Nyregistrering i Foretaksregisteret               
                ","Agder","Før"
