"","bedrnavn","bedrnr","opprdato","type","fylke","COVID"
"5956","MANAGO BROTHERS
                ","924421509","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5957","MARCHEWKA HOLDNING AS
                ","924462612","2020-01-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5958","MARTINE&LENE AS
                ","924359226","2020-01-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5959","MEADOW HOME DRAMMEN AS
                ","924379960","2020-01-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5960","MESTA EIENDOM AS
                ","924480637","2020-01-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5961","METTE SVENDSEN
                ","924496029","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5962","MFM AS
                ","824455422","2020-01-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5963","MFOLD INVEST AS
                ","924498668","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5964","MIDTFYLKET INVEST AS
                ","924471573","2020-01-23","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5965","MIDTUN DRIFT AS
                ","924447540","2020-01-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5966","MIDTVEDT HELSE AS
                ","924444630","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5967","MORK ENTREPRENØR AS
                ","924329718","2020-01-02","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5968","MOUNIRI BUTIKKDRIFT
                ","924398825","2020-01-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5969","MP MASKINSERVICE AS
                ","924507624","2020-01-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5970","MSV INVEST AS
                ","924366915","2020-01-08","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5971","MULTI-BYGG NORGE AS
                ","924447761","2020-01-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5972","MURAD TRANSPORT
                ","924465883","2020-01-23","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5973","MØBELSTOPPEN AS
                ","924437944","2020-01-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5974","NEW LIFE CLINIQUE - NLC AS
                ","824421862","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5975","NGUYEN THI SEN SUSHI
                ","924360054","2020-01-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5976","NORDIC SMART HOMES AS
                ","924505230","2020-01-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5977","NORGESTAR LAURINAITIS
                ","924504455","2020-01-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5978","NY CHINA WOK AS
                ","924514892","2020-01-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5979","NYBRÅTENS
                ","924498676","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5980","OKSANA RENHOLD AS
                ","924487771","2020-01-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5981","OLA RUDI TRAINING & SERVICE
                ","924344512","2020-01-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5982","ON STAGE BOOKING DA
                ","924407050","2020-01-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5983","OT AUTO AS
                ","824420432","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5984","OTTERSEN INVEST AS
                ","924329734","2020-01-02","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5985","PA CONSULTING AS
                ","924509678","2020-01-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5986","PCE HOLDING AS
                ","924413042","2020-01-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5987","PEDAH HOLDING AS
                ","924427809","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5988","PER CHRISTIAN MOEN HOLDING AS
                ","924489278","2020-01-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5989","PIA SEEBERG AS
                ","924506652","2020-01-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5990","PICK MD SOLSKJERMING
                ","923263543","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5991","PIETRYKOWSKI BYGG
                ","924513578","2020-01-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5992","PINDSLEVEIEN 8C AS
                ","924430575","2020-01-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5993","POWER ELEKTRO AS
                ","924420022","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5994","PRESTSCHMIDT.COM GUSTAV EINAR SCHMIDT
                ","924507454","2020-01-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5995","PRIVAT RESTAURANTDRIFT AS
                ","924486783","2020-01-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5996","PRO FLIS OG BYGGSERVICE LTD
                ","924451106","2020-01-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5997","PRODFAB UTLEIE AS
                ","824427682","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5998","PROFF AUTO AS
                ","924467215","2020-01-23","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"5999","PROTMAN INVEST AS
                ","924316624","2020-01-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6000","PROTURF SPORT AS
                ","924486694","2020-01-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6001","RAGNARSSON FRDA
                ","924433442","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6002","REALFAGSSKOLE AS
                ","924427736","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6003","RENT A HOME AS
                ","924383488","2020-01-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6004","RUST HOLDING AS
                ","924404086","2020-01-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6005","SAGSTRANDA UTVIKLING AS
                ","924368497","2020-01-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6006","SELCAMO EIENDOM AS
                ","924281553","2020-01-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6007","SENHOVD AS
                ","924519398","2020-01-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6008","SHAUGHNESSY AHLBORG AS
                ","924395516","2020-01-13","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6009","SHINE CLINIC AS
                ","824427062","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6010","SILVER DISTILLERY AS
                ","924293764","2020-01-08","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6011","SITHEL INVEST AS
                ","924351861","2020-01-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6012","SIWEN CONSULTING AS
                ","924324724","2020-01-02","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6013","SKIGAARDEN AS
                ","924496681","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6014","SKINBYYOU AS
                ","924420375","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6015","SKOGSBILVEGLAGET SUNDSLIVEGEN SA
                ","923738606","2020-01-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6016","SOFTENO INVEST AS
                ","924477504","2020-01-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6017","SOLID HOLDING AS
                ","924314222","2020-01-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6018","SPINDERIET NÆRING AS
                ","924439998","2020-01-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6019","STALL HAFSKJOLD AS
                ","924345527","2020-01-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6020","STASJONSDRIFT HEMEN AHMED AS
                ","924498587","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6021","STASJONSGATA 2 HOLDING AS
                ","924519746","2020-01-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6022","STEREODUDES HALVORSEN
                ","924326743","2020-01-02","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6023","STIAN & DAGLID DRIFT DA
                ","924428163","2020-01-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6024","STOPPEN EIENDOM AS
                ","924411805","2020-01-15","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6025","STROMBOLI AS
                ","924339144","2020-01-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6026","SVEIN G ULLEBERG
                ","924524448","2020-01-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6027","SVEINS MALERSERVICE AS
                ","924499524","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6028","SVENS TERMO AS
                ","924379693","2020-01-09","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6029","SVH DRIFT AS
                ","824505462","2020-01-29","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6030","SØRENSEN ENTREPRENØR
                ","924350687","2020-01-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6031","TERBI AS
                ","924486899","2020-01-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6032","TGR AS
                ","924382430","2020-01-14","Rettelse av foretaksnavn                          
                ","Buskerud","Før"
"6033","THAI TOWN TAKE-AWAY AS
                ","924379731","2020-01-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6034","THOEN SCOOTER DA
                ","924423501","2020-01-16","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6035","THORE BORGEN
                ","924369353","2020-01-08","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6036","TINK AS
                ","924479116","2020-01-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6037","TITI PRODUCTION AHMED TIJAN JALLOW
                ","924432373","2020-01-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6038","TOLLEFSEN & HANTVEIT AS
                ","924436018","2020-01-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6039","TORBJØRN SANDO
                ","924432209","2020-01-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6040","TOTTESVINGEN AS
                ","924491787","2020-01-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6041","TRG AS
                ","924382430","2020-01-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6042","TS AUTO SERVICE DANA HASSAN ISMAIL
                ","924434236","2020-01-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6043","UTENLANDSK UTDANNING BYRÅ / PEKBAK
                ","824385122","2020-01-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6044","VALON MATHIAS JOHANNES HANSEN
                ","924478837","2020-01-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6045","VARMEPUMPESERVICE & VVS AS
                ","924493836","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6046","VEGEN ANDSJØEN-RØGGJEN SA
                ","924370815","2020-01-23","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6047","VEGGLIFJELL EIENDOM SA
                ","924409568","2020-01-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6048","VEIVALG KOMPETANSE AS
                ","924446900","2020-01-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6049","VESTFOSSEN SERVICESENTER AS
                ","824304912","2020-01-02","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6050","VICTORIA STEEN INVEST AS
                ","924447907","2020-01-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6051","VIKEN FRAMTID AS
                ","924496967","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6052","VIKEN KIOSK ASADI
                ","924454873","2020-01-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6053","VIKEN TOLKETJENESTER AS
                ","924462086","2020-01-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6054","VIKEN ØRE-NESE-HALS & HØRSELSENTER AS
                ","924499672","2020-01-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6055","VR MUR OG FLIS AS
                ","924454172","2020-01-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6056","WELHAVEN EIENDOM 1 AS
                ","924438134","2020-01-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6057","WENNSTROM NET HOLDING AS
                ","924325712","2020-01-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6058","WIDEMANN MANAGEMENT CONSULTING AS
                ","924462523","2020-01-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6059","ZOLAS MØLLER
                ","924419849","2020-01-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6060","ØIVIND BRÅTHEN CONSULTING AS
                ","924518472","2020-01-30","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6061","ØKOHJEM ENTREPRENØR AS
                ","924527528","2020-01-31","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6062","ØYVIND NILSEN HOLDING AS
                ","924460148","2020-01-22","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6063","ÅL AKTIVITETSPARK AS
                ","924380071","2020-01-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Før"
"6064","AEROSPACE COMPOSITES LIMITED AVD NORGE
                ","924566167","2020-02-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6065","ALBERTSSON
                ","924500476","2020-02-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6066","ALFA OMEGA EM2CS AS
                ","924531428","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6067","ANF HOLDING AS
                ","924538546","2020-02-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6068","BANATRANSPORT BILAL AHMAD CHAABAN
                ","924613890","2020-02-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6069","BEMOTO EIENDOM AS
                ","924565519","2020-02-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6070","BENEDICTE NYGAARD FASHION
                ","924611391","2020-02-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6071","BERG BYGG & ANLEGG AS
                ","924533587","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6072","BJØRN EDVARDSEN
                ","924583975","2020-02-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6073","BRAGERNES PIZZA AS
                ","924679220","2020-02-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6074","BRAKET HOLDING AS
                ","924596082","2020-02-13","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6075","BRETVIK CONSULTING
                ","924571373","2020-02-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6076","BRITT MARIE BLOMHOLT HÅRSTYLIST.
                ","924553812","2020-02-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6077","BRUGSJORDET 1 AS
                ","924652357","2020-02-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6078","BUTIKKDRIFT SULLAND
                ","924547286","2020-02-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6079","BYGGMESTER HELGE FRØILAND AS
                ","924674369","2020-02-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6080","BØRSAND ENGINEERING
                ","924531568","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6081","CALIS HOBBY AS
                ","924673524","2020-02-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6082","CENTRAL AUTO AVD ANTIRUST AS
                ","924550716","2020-02-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6083","CITY BILPLEIE MOAZ ALI
                ","924681683","2020-02-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6084","CLOUDSCAPES AS
                ","924559640","2020-02-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6085","D-STREET AS
                ","924646721","2020-02-21","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6086","DANIEL MADSEN INVEST AS
                ","924580925","2020-02-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6087","DETAILING GUYS AS
                ","924552867","2020-02-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6088","DISCOBANDET ANS
                ","924529784","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6089","DRAFNKOLLEN FUS BARNEHAGE AS
                ","924549661","2020-02-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6090","DRAMMEN REGNSKAP AS
                ","924570792","2020-02-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6091","DZERALDA JURKIENE
                ","824584702","2020-02-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6092","EDELMARK AS
                ","924553839","2020-02-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6093","EIRIK BJØRØEN
                ","924553456","2020-02-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6094","ELISABETH BYE ANDERSEN
                ","918040897","2020-02-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6095","ENGEBRETSEN CONSULT AS
                ","924599626","2020-02-13","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6096","EPLE EIENDOM AS
                ","924678550","2020-02-28","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6097","ESB BEMANNING HJELPESELSKAP AS
                ","924654295","2020-02-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6098","ETIENE CONSULTING ETIM EFFIONG EDET
                ","924619155","2020-02-18","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6099","EVENT PLANNER AS
                ","924579900","2020-02-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6100","EVENTHUSET LINDBERG AS
                ","924520736","2020-02-13","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6101","FARGERIK REALISERING AS
                ","924651148","2020-02-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6102","FAST REGNSKAP AS
                ","924505036","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6103","FAST.AI AS
                ","924530839","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6104","FRAM RENHOLDERE AS
                ","924555955","2020-02-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6105","FREE PLAY AS
                ","924532556","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6106","FRESH BY LINE LINE JOHNSEN
                ","924666765","2020-02-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6107","FRETLAND INVEST AS
                ","924568208","2020-02-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6108","FRYDENLUND BRUKTE MØBLER OG GJENSTANDER
                ","924653868","2020-02-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6109","GI SOLUTIONS AS
                ","924605111","2020-02-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6110","GNEISVEIEN 4 AS
                ","924657707","2020-02-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6111","GOD GAMMEL AUDAN
                ","924491752","2020-02-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6112","GOL BIL OG BENSIN AS
                ","924552409","2020-02-06","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6113","H&G FRISØR AS
                ","924676493","2020-02-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6114","HAGELSTEEN HOLDING AS
                ","924636823","2020-02-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6115","HALLINGDAL TRE OG HAGE JUST
                ","917269696","2020-02-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6116","HALLINGDAL TØMRERLAUG AS
                ","924665866","2020-02-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6117","HALLINGGRUPPEN AS
                ","924578343","2020-02-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6118","HALLINGHYTTER AS
                ","824665842","2020-02-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6119","HARTZ RESSURS AS
                ","924587288","2020-02-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6120","HELI RÅDGIVNING & TAKSERING AS
                ","824575452","2020-02-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6121","HIMAS AS
                ","924557877","2020-02-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6122","HJ ELKONTROLL AS
                ","924630078","2020-02-19","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6123","HJEMOPTIKK-VEGO AS
                ","924527722","2020-02-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6124","HOVDEN HASLERUD LØYPELAG AS
                ","924651814","2020-02-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6125","HUNLUD HOLDING AS
                ","924597305","2020-02-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6126","HYTTEFIX KOLBJØRNSRUD
                ","924606509","2020-02-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6127","ING R 48 AS
                ","924580631","2020-02-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6128","ISA RENHOLD AS
                ","924674814","2020-02-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6129","JE SKARVHELLEN SERVICE
                ","924649712","2020-02-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6130","JM DRIFT OG UTLEIE AS
                ","924549467","2020-02-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6131","JOHANNE GRUE
                ","924627611","2020-02-19","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6132","JUDITH JOHANSEN AS
                ","924628545","2020-02-19","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6133","JUST BLOCKS AS
                ","924606517","2020-02-14","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6134","JØNNDALEN FJELLSERVICE AS
                ","924600357","2020-02-13","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6135","KAFE TOGET DA
                ","824572232","2020-02-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6136","KANBLIBRA AS
                ","924578254","2020-02-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6137","KARLSEN HANDYMONT
                ","924640308","2020-02-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6138","KINNHOVDA DRIFT AS
                ","924585145","2020-02-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6139","KLEPPSTADBRYGGA AS
                ","824534152","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6140","KLØVSTAD VANN OG AVLØPSLAG SA
                ","924405708","2020-02-19","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6141","KOLUMNA HOLDING AS
                ","924582537","2020-02-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6142","KONGSBERG MASKINDRIFT AS
                ","924614943","2020-02-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6143","KONGSBERG SJÅFØR UTLEIE
                ","824565422","2020-02-19","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6144","KOPLAND AS
                ","924589132","2020-02-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6145","KÅRE ERIKSEN RENHOLDSTJENESTER AS
                ","924582634","2020-02-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6146","LARSEN & SANDSETER VVS AS
                ","924656972","2020-02-25","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6147","LARSEN SOFTWARE CONSULTING
                ","924555491","2020-02-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6148","LASEXPRESS KARZAN BEKAS
                ","924358858","2020-02-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6149","LASSE MYTHE
                ","924582510","2020-02-11","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6150","LETMOLIE ENTREPRENØR AS
                ","924636971","2020-02-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6151","LINBRÅTEN AS
                ","924587822","2020-02-12","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6152","LYSE IDÉAR V/ODDVAR MYRO
                ","918921222","2020-02-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6153","LØVENSKIOLD VEI OG PLAN AS
                ","824562792","2020-02-07","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6154","M LOGISTIKK AS
                ","924671394","2020-02-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6155","MAGNE BRAATEN AS
                ","924597348","2020-02-13","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6156","MAJA CAFE AS
                ","924576251","2020-02-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6157","MARIANN HEKKVANG
                ","924675993","2020-02-27","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6158","MARIT BJØRKAN FYSIOTERAPI AS
                ","824638942","2020-02-20","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6159","MASERA INVEST AS
                ","824518262","2020-02-04","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6160","MAUT HOLDING AS
                ","924515554","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6161","MAYA STUDIO AS
                ","924519479","2020-02-03","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6162","MERTENS INVEST AS
                ","924649526","2020-02-24","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6163","MESH DRAMMEN AS
                ","824665702","2020-02-26","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6164","MIAN INTERIØR
                ","924447583","2020-02-19","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6165","MIDTFLÅ TUNINGSERVICE
                ","924612606","2020-02-17","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6166","MINIPRINT AS
                ","824546142","2020-02-05","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
"6167","MOLID INVEST AS
                ","924571918","2020-02-10","Nyregistrering i Foretaksregisteret               
                ","Buskerud","Under"
